"d" "K" "m" "cv" "HR" "tau" "censoring" "matrix" "method_correction" "distribution" "delta.rmst" "var" "ci.low" "ci.up" "t_star"
190 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -23.9230077265623 172.730585398822 -49.6822280347154 1.83621258159073 365
190 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -23.9230077265623 172.730585398822 -54.2301302139052 6.38411476078058 365
190 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -23.9230077265623 36.5163095898502 -35.766820439246 -12.0791950138786 365
190 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -23.9230077265623 36.5163095898502 -37.8578969936432 -9.98811845948146 365
190 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -23.9230077265623 38.1449380930898 -36.0280566278485 -11.8179588252761 365
190 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -23.9230077265623 38.1449380930898 -38.1652555655018 -9.68075988762288 365
190 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -23.9230077265623 15.1146684822082 -31.5428749539388 -16.3031404991858 365
190 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -23.9230077265623 15.1146684822082 -32.8881955946243 -14.9578198585003 365
212 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 3.52026480784182 129.803204266762 -18.8098418642033 25.8503714798869 365
212 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 3.52026480784182 225.327625211821 -25.9005916279591 32.9411212436428 365
212 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 3.52026480784182 225.327625211821 -31.094971562497 38.1355011781807 365
212 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 3.52026480784182 170.021707058338 -22.0361705126156 29.0767001282993 365
212 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 3.52026480784182 170.021707058338 -26.5482701218358 33.5887997375194 365
212 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 3.52026480784182 207.956394453728 -24.7437746379632 31.7843042536468 365
212 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 3.52026480784182 207.956394453728 -29.7339135105905 36.7744431262741 365
212 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 3.52026480784182 176.126800217449 -22.4909606584055 29.5314902740891 365
212 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 3.52026480784182 176.126800217449 -27.0833554423385 34.1238850580221 365
212 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 6.18432386048937 145.391530506744 -17.4486103060366 29.8172580270153 365
212 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 6.18432386048937 231.74679609065 -23.6526628172908 36.0213105382695 365
212 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 6.18432386048937 231.74679609065 -28.9205123526817 41.2891600736604 365
212 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 6.18432386048937 183.068041947625 -20.3345061387189 32.7031538596976 365
212 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 6.18432386048937 183.068041947625 -25.0165207067138 37.3851684276926 365
212 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 6.18432386048937 214.956149841785 -22.5514586740471 34.9201063950258 365
212 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 6.18432386048937 214.956149841785 -27.6248858370649 39.9935335580437 365
212 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 6.18432386048937 197.303784344397 -21.3462838830043 33.7149316039831 365
212 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 6.18432386048937 197.303784344397 -26.2069322043911 38.5755799253699 365
204 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 18.9757680924146 75.1564294262309 1.98428997097767 35.9672462138516 365
204 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 18.9757680924146 127.068889227161 -3.11789401592505 41.0694302007543 365
204 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 18.9757680924146 127.068889227161 -7.01862598089836 44.9701621657276 365
204 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 18.9757680924146 97.3793167631818 -0.365344474681734 38.316880659511 365
204 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 18.9757680924146 97.3793167631818 -3.78010186794076 41.73163805277 365
204 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 18.9757680924146 110.695353357519 -1.6453774035343 39.5969135883635 365
204 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 18.9757680924146 110.695353357519 -5.28613016765169 43.2376663524809 365
204 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 18.9757680924146 101.748866961551 -0.794514720056331 38.7460509048855 365
204 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 18.9757680924146 101.748866961551 -4.28504398338104 42.2365801682103 365
204 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 19.2913947150773 59.3263450346329 4.19504709610561 34.3877423340491 365
204 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 19.2913947150773 99.5494739274958 -0.264044546525515 38.8468339766802 365
204 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 19.2913947150773 99.5494739274958 -3.7166422482001 42.2994316783548 365
204 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 19.2913947150773 76.1669024409468 2.18607334344787 36.3967160867068 365
204 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 19.2913947150773 76.1669024409468 -0.833945407552683 39.4167348377074 365
204 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 19.2913947150773 81.6941783439806 1.57629319126882 37.0064962388859 365
204 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 19.2913947150773 81.6941783439806 -1.55138489296257 40.1341743231173 365
204 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 19.2913947150773 76.9798406626837 2.09503207848194 36.4877573516728 365
204 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 19.2913947150773 76.9798406626837 -0.941060403104462 39.5238498332591 365
203 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 7.42202394325602 21.105249862142 -1.58213888545154 16.4261867719636 365
203 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 7.42202394325602 55.2751079129814 -7.14976561249663 21.9938134990087 365
203 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 7.42202394325602 55.2751079129814 -9.72247832206292 24.566526208575 365
203 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 7.42202394325602 32.2915061493122 -3.7155921001697 18.5596399866817 365
203 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 7.42202394325602 32.2915061493122 -5.68198656665298 20.526034453165 365
203 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 7.42202394325602 37.7344439015744 -4.61771493969698 19.461762826209 365
203 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 7.42202394325602 37.7344439015744 -6.74338311006967 21.5874309965817 365
203 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 7.42202394325602 37.1946985218934 -4.5312978845869 19.3753457710989 365
203 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 7.42202394325602 37.1946985218934 -6.64170874869983 21.4857566352119 365
203 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 6.19907557339625 2.40722251643649 3.15814706895251 9.24000407783999 365
203 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 6.19907557339625 81.4434676237345 -11.4888221844242 23.8869733312167 365
203 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 6.19907557339625 81.4434676237345 -14.6116973256652 27.0098484724576 365
203 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 6.19907557339625 11.8148080115894 -0.537844973183459 12.935996119976 365
203 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 6.19907557339625 11.8148080115894 -1.72727754405678 14.1254286908493 365
203 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 6.19907557339625 8.38715781503146 0.522904208020967 11.8752469387715 365
203 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 6.19907557339625 8.38715781503146 -0.479248489662771 12.8773996364553 365
203 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 6.19907557339625 6.01981408379641 1.39024329194387 11.0079078548486 365
203 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 6.19907557339625 6.01981408379641 0.541223075083749 11.8569280717087 365
186 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -8.64185903451655 51.2694540271929 -22.6757286507319 5.39201058169879 365
186 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -8.64185903451655 86.0719336025717 -26.82541722734 9.54169915830693 365
186 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -8.64185903451655 86.0719336025717 -30.035803370293 12.7520853012599 365
186 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -8.64185903451655 66.1289981164989 -24.5802348337719 7.29651676473884 365
186 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -8.64185903451655 66.1289981164989 -27.3942242776697 10.1105062086366 365
186 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -8.64185903451655 73.6509941611577 -25.462300799621 8.17858273058792 365
186 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -8.64185903451655 73.6509941611577 -28.4320228192833 11.1483047502502 365
186 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -8.64185903451655 69.8237071783367 -25.0194319876066 7.73571391857345 365
186 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -8.64185903451655 69.8237071783367 -27.9109635957905 10.6272455267574 365
186 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -8.50958620515442 52.0069350691541 -22.6440299316924 5.62485752138355 365
186 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -8.50958620515442 86.687038298372 -26.7580022435708 9.73882983326192 365
186 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -8.50958620515442 86.687038298372 -29.9798393207438 12.960666910435 365
186 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -8.50958620515442 66.8851607361388 -24.5388279427846 7.51965553247573 365
186 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -8.50958620515442 66.8851607361388 -27.3688601625974 10.3496877522885 365
186 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -8.50958620515442 74.2794452784341 -25.4016384860677 8.38246607575884 365
186 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -8.50958620515442 74.2794452784341 -28.3840036531935 11.3648312428846 365
186 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -8.50958620515442 70.8341083237208 -25.0052313949056 7.98605898459673 365
186 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -8.50958620515442 70.8341083237208 -27.9176091690833 10.8984367587744 365
240 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 12.7887858354373 29.3988739671217 2.16171833214763 23.4158533387269 365
240 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 12.7887858354373 46.763720827603 -0.614232774624913 26.1918044454994 365
240 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 12.7887858354373 46.763720827603 -2.98059389950457 28.5581655703791 365
240 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 12.7887858354373 36.7100360660261 0.913597758870418 24.6639739120041 365
240 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 12.7887858354373 36.7100360660261 -1.18301825223664 26.7605899231112 365
240 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 12.7887858354373 39.7281888493214 0.435073782559078 25.1424978883154 365
240 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 12.7887858354373 39.7281888493214 -1.74602771408001 27.3235993849545 365
240 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 12.7887858354373 47.9631982972123 -0.785036440087325 26.3626081109619 365
240 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 12.7887858354373 47.9631982972123 -3.18155369364935 28.7591253645239 365
240 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 9.56774371869072 13.6008598497227 2.33952519413421 16.7959622432472 365
240 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 9.56774371869072 37.7007320355621 -2.46661582490925 21.6021032622907 365
240 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 9.56774371869072 37.7007320355621 -4.59133424956473 23.7268216869462 365
240 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 9.56774371869072 20.675942211779 0.655629458561403 18.47985797882 365
240 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 9.56774371869072 20.675942211779 -0.917843006053626 20.0533304434351 365
240 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 9.56774371869072 21.6055309794452 0.457488093475265 18.6779993439062 365
240 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 9.56774371869072 21.6055309794452 -1.15096708937747 20.2864545267589 365
240 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 9.56774371869072 20.8981913206494 0.60785859748175 18.5276288398997 365
240 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 9.56774371869072 20.8981913206494 -0.974048020054328 20.1095354574358 365
147 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -1.44817613115804 115.547945988756 -22.5164621632869 19.6201099009708 365
147 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -1.44817613115804 181.451006599604 -27.8496262774261 24.95327401511 365
147 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -1.44817613115804 181.451006599604 -32.5109169227793 29.6145646604632 365
147 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -1.44817613115804 144.29764380257 -24.9920385286229 22.0956862663069 365
147 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -1.44817613115804 144.29764380257 -29.1488096506932 26.2524573883771 365
147 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -1.44817613115804 147.471205258704 -25.2495324420795 22.3531801797635 365
147 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -1.44817613115804 147.471205258704 -29.4517652324817 26.5554129701656 365
147 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -1.44817613115804 154.840218636964 -25.8369506735817 22.9405984112656 365
147 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -1.44817613115804 154.840218636964 -30.1428947030348 27.2465424407187 365
147 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -1.38091900820937 130.854752883853 -23.8012924372008 21.0394544207821 365
147 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -1.38091900820937 199.807691928834 -29.0856662657202 26.3238282493015 365
147 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -1.38091900820937 199.807691928834 -33.9770596743343 31.2152216579155 365
147 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -1.38091900820937 161.444015241291 -26.2843431984073 23.5225051819885 365
147 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -1.38091900820937 161.444015241291 -30.681150857529 27.9193128411102 365
147 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -1.38091900820937 166.682355369308 -26.6851361327817 23.923298116363 365
147 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -1.38091900820937 166.682355369308 -31.1527055245118 28.390867508093 365
147 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -1.38091900820937 177.218105756455 -27.4726045717148 24.7107665552961 365
147 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -1.38091900820937 177.218105756455 -32.0792049351368 29.317366918718 365
207 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -6.12035578925479 41.6915990358613 -18.7756535283501 6.53494194984057 365
207 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -6.12035578925479 83.8911593526701 -24.0720808894665 11.8313693109569 365
207 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -6.12035578925479 83.8911593526701 -27.2415358934143 15.0008243149047 365
207 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -6.12035578925479 58.8240572158842 -21.1526607841973 8.91194920568774 365
207 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -6.12035578925479 58.8240572158842 -23.8066794938827 11.5659679153731 365
207 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -6.12035578925479 72.8396851880571 -22.8478974843828 10.6071859058732 365
207 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -6.12035578925479 72.8396851880571 -25.8012175933646 13.560506014855 365
207 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -6.12035578925479 61.8591403780734 -21.5355865836966 9.29487500518699 365
207 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -6.12035578925479 61.8591403780734 -24.2572125057578 12.0165009272483 365
207 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -5.03933849388729 42.4370994808358 -17.8072815594453 7.72860457167072 365
207 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -5.03933849388729 102.76798935128 -24.9083847512816 14.829707763507 365
207 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -5.03933849388729 102.76798935128 -28.4163511295895 18.3376741418149 365
207 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -5.03933849388729 64.9449825483845 -20.8343844283035 10.7557074405289 365
207 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -5.03933849388729 64.9449825483845 -23.6230683622966 13.544391374522 365
207 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -5.03933849388729 92.2897580919865 -23.8682339814667 13.7895569936921 365
207 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -5.03933849388729 92.2897580919865 -27.192557225544 17.1138802377694 365
207 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -5.03933849388729 58.2507161199715 -19.9982063404462 9.91952935267161 365
207 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -5.03933849388729 58.2507161199715 -22.6392594027567 12.5605824149821 365
185 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 5.20749744733657 61.9147244262098 -10.2146575343095 20.6296524289826 365
185 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 5.20749744733657 115.801939466819 -15.8839316606755 26.2989265553486 365
185 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 5.20749744733657 115.801939466819 -19.6077150382413 30.0227099329144 365
185 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 5.20749744733657 83.8231269502808 -12.7369471080493 23.1519420027225 365
185 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 5.20749744733657 83.8231269502808 -15.9051167001997 26.3201115948728 365
185 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 5.20749744733657 98.2215163720807 -14.2170723149383 24.6320672096114 365
185 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 5.20749744733657 98.2215163720807 -17.6465644383359 28.061559333009 365
185 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 5.20749744733657 87.2773268844743 -13.1029437599901 23.5179386546633 365
185 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 5.20749744733657 87.2773268844743 -16.3357316500169 26.7507265446901 365
185 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 6.72263998918518 49.6196391988455 -7.08358326991304 20.5288632482834 365
185 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 6.72263998918518 102.043030709933 -13.0762008963574 26.5214808747278 365
185 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 6.72263998918518 102.043030709933 -16.5717722114679 30.0170521898383 365
185 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 6.72263998918518 70.152747023658 -9.69347675168733 23.1387567300577 365
185 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 6.72263998918518 70.152747023658 -12.5918134329423 26.0370934113127 365
185 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 6.72263998918518 83.58666827525 -11.1964767339793 24.6417567123497 365
185 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 6.72263998918518 83.58666827525 -14.36017458739 27.8054545657604 365
185 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 6.72263998918518 66.7529124210368 -9.29074704250847 22.7360270208788 365
185 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 6.72263998918518 66.7529124210368 -12.1179800451549 25.5632600235252 365
213 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -4.89481072528667 17.7033701878434 -13.1414323101604 3.35181085958701 365
213 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -4.89481072528667 34.3400147914673 -16.3802690410636 6.59064759049023 365
213 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -4.89481072528667 34.3400147914673 -18.4080765708894 8.61845512031609 365
213 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -4.89481072528667 24.5737919095701 -14.6107362956541 4.82111484508077 365
213 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -4.89481072528667 24.5737919095701 -16.3261251368426 6.53650368626922 365
213 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -4.89481072528667 25.5173904442337 -14.7955180032087 5.00589655263532 365
213 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -4.89481072528667 25.5173904442337 -16.5435308570966 6.75390940652324 365
213 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -4.89481072528667 32.581799559054 -16.0823770964961 6.29275564592275 365
213 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -4.89481072528667 32.581799559054 -18.0575905102092 8.26796905963583 365
213 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1104 1104 1104 1104 365
213 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1104 1104 1104 1104 365
162 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 0.581687822323522 52.4122225522121 -13.6077235338737 14.7710991785207 365
162 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 0.581687822323522 100.527787887678 -19.0696062191891 20.2329818638362 365
162 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 0.581687822323522 100.527787887678 -22.5391274984108 23.7025031430578 365
162 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 0.581687822323522 71.6016693667916 -16.0030902698152 17.1664659144623 365
162 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 0.581687822323522 71.6016693667916 -18.9312048448804 20.0945804895275 365
162 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 0.581687822323522 74.6807104236624 -16.3559293003027 17.5193049449498 365
162 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 0.581687822323522 74.6807104236624 -19.3463391380529 20.5097147826999 365
162 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 0.581687822323522 73.0706773327692 -16.172356405088 17.335732049735 365
162 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 0.581687822323522 73.0706773327692 -19.1303556512053 20.2937312958524 365
162 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -1.6425409779977 43.7397070111371 -14.6049590900827 11.3198771340873 365
162 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -1.6425409779977 103.841387624464 -21.6150824898613 18.3300005338659 365
162 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -1.6425409779977 103.841387624464 -25.141321404671 21.8562394486756 365
162 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -1.6425409779977 64.6940899156476 -17.4070480224074 14.121966066412 365
162 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -1.6425409779977 64.6940899156476 -20.1903401827851 16.9052582267897 365
162 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -1.6425409779977 74.7845451921705 -18.5919288955616 15.3068469395662 365
162 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -1.6425409779977 74.7845451921705 -21.584416918261 18.2993349622656 365
162 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -1.6425409779977 56.9988595044145 -16.4397965212644 13.154714565269 365
162 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -1.6425409779977 56.9988595044145 -19.0523162297881 15.7672342737927 365
202 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 10.4610486238843 43.1488307371922 -2.41351763824754 23.3356148860162 365
202 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 10.4610486238843 79.6604300730306 -7.03215753634629 27.954254784115 365
202 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 10.4610486238843 79.6604300730306 -10.1206590307782 31.0427562785468 365
202 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 10.4610486238843 57.8631212383066 -4.44796869697843 25.3700659447471 365
202 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 10.4610486238843 57.8631212383066 -7.08022043255096 28.0023176803197 365
202 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 10.4610486238843 65.5616687493229 -5.40881119643267 26.3309084442014 365
202 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 10.4610486238843 65.5616687493229 -8.21070384678643 29.1328010945551 365
202 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 10.4610486238843 70.9325934938593 -6.04606005546033 26.968157303229 365
202 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 10.4610486238843 70.9325934938593 -8.96046175849457 29.8825590062633 365
202 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 16.0680168040746 20.0360962693534 7.29488516558974 24.8411484425595 365
202 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 16.0680168040746 129.165608905009 -6.20717943879776 38.343213046947 365
202 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 16.0680168040746 129.165608905009 -10.1399620433542 42.2759956515034 365
202 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 16.0680168040746 44.4978814892835 2.9937374989194 29.1422961092298 365
202 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 16.0680168040746 44.4978814892835 0.685416725544425 31.4506168826048 365
202 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 16.0680168040746 57.3982093919472 1.21901489280987 30.9170187153393 365
202 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 16.0680168040746 57.3982093919472 -1.40264086164093 33.5386744697901 365
202 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 16.0680168040746 29.2321982038547 5.47111699146543 26.6649166166838 365
202 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 16.0680168040746 29.2321982038547 3.60018832305507 28.5358452850941 365
228 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 6.8358138641434 36.2425846146447 -4.96352494583575 18.6351526741225 365
228 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 6.8358138641434 65.5120649812864 -9.02804127526862 22.6996690035554 365
228 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 6.8358138641434 65.5120649812864 -11.8288737731392 25.500501501426 365
228 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 6.8358138641434 48.4768727960079 -6.81050104508728 20.4821287733741 365
228 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 6.8358138641434 48.4768727960079 -9.21981718785725 22.891444916144 365
228 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 6.8358138641434 53.2975470264004 -7.4729363309619 21.1445640592487 365
