"d" "K" "m" "cv" "HR" "tau" "censoring" "matrix" "method_correction" "distribution" "delta.rmst" "var" "ci.low" "ci.up" "t_star"
411 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 4.71238369565162 136.566514417132 -18.1920840217861 27.6168514130893 365
411 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 4.71238369565162 136.566514417132 -22.2359672371623 31.6607346284655 365
411 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 4.71238369565162 69.2418583403199 -11.5968084205347 21.021575811838 365
411 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 4.71238369565162 69.2418583403199 -14.4762670950876 23.9010344863908 365
411 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 4.71238369565162 104.020390180262 -15.2773648117712 24.7021322030744 365
411 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 4.71238369565162 104.020390180262 -18.806641696351 28.2314090876543 365
411 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 4.71238369565162 49.5334944641162 -9.08184985424098 18.5066172455442 365
411 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 4.71238369565162 49.5334944641162 -11.5172816752093 20.9420490665126 365
437 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 4.28612547285364 39.2024061104873 -7.98556669838194 16.5578176440892 365
437 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 4.28612547285364 59.4096288009884 -10.8208147399002 19.3930656856075 365
437 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 4.28612547285364 59.4096288009884 -13.4880106213194 22.0602615670267 365
437 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 4.28612547285364 47.8035103193368 -9.26508171973104 17.8373326654383 365
437 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 4.28612547285364 47.8035103193368 -11.6576061822165 20.2298571279238 365
437 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 4.28612547285364 56.068727400125 -10.3898994465959 18.9621503923032 365
437 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 4.28612547285364 56.068727400125 -12.9810153621612 21.5532663078685 365
437 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 4.28612547285364 62.2363613561704 -11.1760354142788 19.7482863599861 365
437 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 4.28612547285364 62.2363613561704 -13.9059470479518 22.4781979936591 365
437 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 2.74147551645083 16.2885634054223 -5.16876124171228 10.6517122746139 365
437 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 2.74147551645083 43.1867101439738 -10.1387406548457 15.6216916877474 365
437 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 2.74147551645083 43.1867101439738 -12.4127987394118 17.8957497723135 365
437 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 2.74147551645083 23.2911330353136 -6.71748470349224 12.2004357363939 365
437 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 2.74147551645083 23.2911330353136 -8.38750519644689 13.8704562293486 365
437 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 2.74147551645083 48.4303320316257 -10.8982871710754 16.3812382039771 365
437 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 2.74147551645083 48.4303320316257 -13.306446490657 18.7893975235587 365
437 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 2.74147551645083 27.7081743253487 -7.5754916089907 13.0584426418924 365
437 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 2.74147551645083 27.7081743253487 -9.39699694615243 14.8799479790541 365
471 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 11.8638855664446 28.8633164822627 1.33405927655385 22.3937118563353 365
471 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 11.8638855664446 49.102516337873 -1.8702068500349 25.5979779829241 365
471 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 11.8638855664446 49.102516337873 -4.29502049279614 28.0227916256853 365
471 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 11.8638855664446 37.4689577113545 -0.133424886423491 23.8611960193127 365
471 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 11.8638855664446 37.4689577113545 -2.25160213326145 25.9793732661506 365
471 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 11.8638855664446 42.0993329220114 -0.853144503449846 24.580915636339 365
471 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 11.8638855664446 42.0993329220114 -3.09839137334017 26.8261625062293 365
471 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 11.8638855664446 53.0323213040182 -2.409217756071 26.1369888889602 365
471 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 11.8638855664446 53.0323213040182 -4.9291961144115 28.6569672473007 365
471 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1104 1104 1104 1104 365
471 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1104 1104 1104 1104 365
462 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -2.75707949897005 68.5126860302281 -18.9801698975429 13.4660108996028 365
462 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -2.75707949897005 125.157068724026 -24.6839061189379 19.1697471209978 365
462 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -2.75707949897005 125.157068724026 -28.5551825541221 23.041023556182 365
462 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -2.75707949897005 92.1943316549473 -21.5762380496039 16.0620790516638 365
462 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -2.75707949897005 92.1943316549473 -24.8988421951905 19.3846831972504 365
462 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -2.75707949897005 110.042845349226 -23.3173581673409 17.8031991694008 365
462 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -2.75707949897005 110.042845349226 -26.9473646287957 21.4332056308556 365
462 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -2.75707949897005 92.2451555763356 -21.5814245487989 16.0672655508588 365
462 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -2.75707949897005 92.2451555763356 -24.9049443933356 19.3907853953955 365
462 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -2.69666123941787 68.1778653049057 -18.8800620578993 13.4867395790636 365
462 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -2.69666123941787 123.416648925684 -24.470498169001 19.0771756901652 365
462 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -2.69666123941787 123.416648925684 -28.3147636101422 22.9214411313065 365
462 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -2.69666123941787 91.3611837735875 -21.4305936956884 16.0372712168526 365
462 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -2.69666123941787 91.3611837735875 -24.7381508043055 19.3448283254698 365
462 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -2.69666123941787 108.955000083554 -23.1550616199388 17.7617391411031 365
462 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -2.69666123941787 108.955000083554 -26.7670810273686 21.3737585485329 365
462 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -2.69666123941787 91.8261889249688 -21.4782086574702 16.0848861786344 365
462 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -2.69666123941787 91.8261889249688 -24.7941723943105 19.4008499154748 365
393 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 8.23499655682025 26.0766328128776 -1.77361529163459 18.2436084052751 365
393 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 8.23499655682025 45.0695609385431 -4.92299958287283 21.3929926965133 365
393 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 8.23499655682025 45.0695609385431 -7.24610092684252 23.716094040483 365
393 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 8.23499655682025 34.2068148121905 -3.2281648957695 19.69815800941 365
393 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 8.23499655682025 34.2068148121905 -5.25203581759773 21.7220289312382 365
393 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 8.23499655682025 43.0622475537252 -4.62664605616552 21.096639169806 365
393 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 8.23499655682025 43.0622475537252 -6.89742489837471 23.3674180120152 365
393 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 8.23499655682025 40.6032369326582 -4.25402512879202 20.7240182424325 365
393 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 8.23499655682025 40.6032369326582 -6.45901612853777 22.9290092421783 365
393 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 8.47812616123214 25.4396125065693 -1.40748074266612 18.3637330651304 365
393 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 8.47812616123214 48.5795386666689 -5.18263140620629 22.1388837286706 365
393 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 8.47812616123214 48.5795386666689 -7.59449746298571 24.55074978545 365
393 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 8.47812616123214 34.8659928825793 -3.09495795239301 20.0512102748573 365
393 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 8.47812616123214 34.8659928825793 -5.13823619725682 22.0944885197211 365
393 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 8.47812616123214 44.0160335386557 -4.52517266210639 21.4814249845707 365
393 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 8.47812616123214 44.0160335386557 -6.82096152325451 23.7772138457188 365
393 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 8.47812616123214 34.7457690004697 -3.07498773973216 20.0312400621964 365
393 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 8.47812616123214 34.7457690004697 -5.11474015684992 22.0709924793142 365
369 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -7.23062443842262 53.7373457286874 -21.5982895497118 7.13704067286655 365
369 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -7.23062443842262 82.2217134909314 -25.0028310133621 10.5415821365169 365
369 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -7.23062443842262 82.2217134909314 -28.1405912422926 13.6793423654473 365
369 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -7.23062443842262 66.2666128414052 -23.1855755325858 8.72432665574055 365
369 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -7.23062443842262 66.2666128414052 -26.0024914167613 11.541242539916 365
369 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -7.23062443842262 70.1971207955733 -23.651932208131 9.1906833312858 365
369 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -7.23062443842262 70.1971207955733 -26.5511853880639 12.0899365112187 365
369 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -7.23062443842262 76.6636305351544 -24.3916319771921 9.9303831003469 365
369 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -7.23062443842262 76.6636305351544 -27.421482362763 12.9602334859178 365
369 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -7.19978996508943 48.658851911653 -20.8716945829863 6.4721146528074 365
369 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -7.19978996508943 74.3748844261885 -24.1026907758109 9.70311084563203 365
369 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -7.19978996508943 74.3748844261885 -27.0869712979732 12.6873913677944 365
369 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -7.19978996508943 59.8952769553249 -22.368350871713 7.96877094153419 365
369 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -7.19978996508943 59.8952769553249 -25.0464261541614 10.6468462239826 365
369 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -7.19978996508943 63.2610556577087 -22.7887200201871 8.38914009000823 365
369 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -7.19978996508943 63.2610556577087 -25.5410133008334 11.1414333706545 365
369 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -7.19978996508943 68.4883347905916 -23.4199970474904 9.02041711731153 365
369 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -7.19978996508943 68.4883347905916 -26.2837450279995 11.8841650978206 365
428 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 5.74045915710686 26.7844276687259 -4.40307454300331 15.883992857217 365
428 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 5.74045915710686 48.9470740582273 -7.97187723710933 19.452795551323 365
428 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 5.74045915710686 48.9470740582273 -10.3928497596861 21.8737680738998 365
428 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 5.74045915710686 36.0481698705275 -6.02718972102584 17.5081080352396 365
428 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 5.74045915710686 36.0481698705275 -8.10481921976738 19.5857375339811 365
428 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 5.74045915710686 45.2775884344131 -7.4478686925917 18.9287870068054 365
428 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 5.74045915710686 45.2775884344131 -9.77632523164814 21.2572435458619 365
428 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 5.74045915710686 40.7541672257073 -6.77175308410919 18.2526713983229 365
428 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 5.74045915710686 40.7541672257073 -8.9808384771287 20.4617567913424 365
428 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 6.61695805171696 28.8025028850429 -3.90176947426336 17.1356855776973 365
428 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 6.61695805171696 66.8114092628563 -9.40344386071346 22.6373599641474 365
428 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 6.61695805171696 66.8114092628563 -12.2319153710091 25.465831474443 365
428 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 6.61695805171696 43.2363039861434 -6.27065155292978 19.5045676563637 365
428 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 6.61695805171696 43.2363039861434 -8.54601498025254 21.7799310836865 365
428 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 6.61695805171696 61.4241524547675 -8.74397786544079 21.9778939688747 365
428 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 6.61695805171696 61.4241524547675 -11.4560177911961 24.68993389463 365
428 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 6.61695805171696 39.4817994487329 -5.69838631006243 18.9323024134964 365
428 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 6.61695805171696 39.4817994487329 -7.8727138242645 21.1066299276984 365
512 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -3.53111209594214 83.4058782235139 -21.4308396525129 14.3686154606286 365
512 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -3.53111209594214 147.512611077762 -27.3358095522907 20.2735853604065 365
512 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -3.53111209594214 147.512611077762 -31.5386322364237 24.4764080445394 365
512 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -3.53111209594214 110.481479319789 -24.1323269449829 17.0701027530987 365
512 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -3.53111209594214 110.481479319789 -27.7695608668597 20.7073366749754 365
512 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -3.53111209594214 124.893153926945 -25.4348083090695 18.3725841171853 365
512 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -3.53111209594214 124.893153926945 -29.3020009705052 22.2397767786209 365
512 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -3.53111209594214 113.485741500012 -24.4105470190485 17.3483228271642 365
512 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -3.53111209594214 113.485741500012 -28.0969019028954 21.0346777110111 365
512 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -3.46166650247017 84.8578356343583 -21.5165240539054 14.5931910489651 365
512 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -3.46166650247017 143.328790347837 -26.9263558449932 20.0030228400529 365
512 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -3.46166650247017 143.328790347837 -31.0691486204833 24.145815615543 365
512 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -3.46166650247017 109.965308194312 -24.0147004180113 17.091367413071 365
512 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -3.46166650247017 109.965308194312 -27.643427786901 20.7200947819606 365
512 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -3.46166650247017 122.911226982855 -25.1908730470181 18.2675400420778 365
512 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -3.46166650247017 122.911226982855 -29.0272587999183 22.103925794978 365
512 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -3.46166650247017 115.446292413895 -24.5206830585629 17.5973500536226 365
512 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -3.46166650247017 115.446292413895 -28.2387438593681 21.3154108544278 365
419 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -5.54034361219513 10.5275284736564 -11.8996727525397 0.818985528149472 365
419 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -5.54034361219513 15.9008101201961 -13.3558606963304 2.27517347194011 365
419 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -5.54034361219513 15.9008101201961 -14.7357241686415 3.65503694425119 365
419 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -5.54034361219513 12.8795323418705 -12.5742751672427 1.49358794285244 365
419 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -5.54034361219513 12.8795323418705 -13.8161463211358 2.73545909674555 365
419 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -5.54034361219513 14.6319872811226 -13.0375548674121 1.95686764302189 365
419 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -5.54034361219513 14.6319872811226 -14.3612200637013 3.28053283931109 365
419 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -5.54034361219513 26.9753408581455 -15.7199635010099 4.63927627661965 365
419 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -5.54034361219513 26.9753408581455 -17.5172195872515 6.43653236286121 365
419 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1104 1104 1104 1104 365
419 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1104 1104 1104 1104 365
386 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -3.29383248762103 20.2733020780781 -12.1187435405682 5.53107856532616 365
386 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -3.29383248762103 29.8506995074298 -14.0022512750381 7.41458629979599 365
386 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -3.29383248762103 29.8506995074298 -15.8928691026109 9.30520412736887 365
386 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -3.29383248762103 24.4678384746365 -12.9887896268616 6.40112465161953 365
386 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -3.29383248762103 24.4678384746365 -14.7004764005 8.11281142525798 365
386 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -3.29383248762103 25.9704052992905 -13.2820376574181 6.69437268217603 365
386 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -3.29383248762103 25.9704052992905 -15.0454986439891 8.45783366874704 365
386 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -3.29383248762103 33.6819771161177 -14.6687139415584 8.08104896631633 365
386 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -3.29383248762103 33.6819771161177 -16.6769986463565 10.0893336711144 365
386 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -1.06285027744644 6.78535825272777 -6.16830562555309 4.0426050706602 365
386 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -1.06285027744644 11.3566480751931 -7.66785564625345 5.54215509136056 365
386 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -1.06285027744644 11.3566480751931 -8.83399801978058 6.7082974648877 365
386 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -1.06285027744644 8.57880698356359 -6.80350649063694 4.67780593574406 365
386 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -1.06285027744644 8.57880698356359 -7.81704426816375 5.69134371327087 365
386 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -1.06285027744644 8.78304844079935 -6.87144037363092 4.74573981873804 365
386 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -1.06285027744644 8.78304844079935 -7.89697217313562 5.77127161824273 365
386 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -1.06285027744644 11.3778206056131 -7.6740097314082 5.54830917651532 365
386 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -1.06285027744644 11.3778206056131 -8.84123863538741 6.71553808049452 365
408 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -0.388876025105148 31.314437937376 -11.3566982259621 10.5789461757519 365
408 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -0.388876025105148 52.3279223096858 -14.5668716071731 13.7891195569628 365
408 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -0.388876025105148 52.3279223096858 -17.0700582810269 16.2923062308166 365
408 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -0.388876025105148 40.3930033814064 -12.8455232118015 12.0677711615912 365
408 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -0.388876025105148 40.3930033814064 -15.0447983532096 14.2670463029993 365
408 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -0.388876025105148 40.9868494727693 -12.9367561026175 12.1590040524072 365
408 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -0.388876025105148 40.9868494727693 -15.1521388069872 14.3743867567769 365
408 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -0.388876025105148 50.5099261438842 -14.3184058562959 13.5406538060856 365
408 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -0.388876025105148 50.5099261438842 -16.7777248231169 15.9999727729066 365
408 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "md" "t" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" 1000 1000 1000 1000 365
408 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" 1000 1000 1000 1000 365
410 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" -1.08318964486949 54.3114085328497 -15.527393997233 13.361014707494 365
410 10 80 0.6 1 0.001 0.2 "ind" "md" "z" -1.08318964486949 104.97517770938 -21.1644700414386 18.9980907516996 365
410 10 80 0.6 1 0.001 0.2 "ind" "md" "t" -1.08318964486949 104.97517770938 -24.7099072784334 22.5435279886944 365
410 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" -1.08318964486949 73.5546352214442 -17.8926245632228 15.7262452734838 365
410 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" -1.08318964486949 73.5546352214442 -20.8604032763049 18.6940239865659 365
410 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" -1.08318964486949 75.0222504962422 -18.0594933037086 15.8931140139696 365
410 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" -1.08318964486949 75.0222504962422 -21.0567334173849 18.890354127646 365
410 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" -1.08318964486949 77.5654183956771 -18.3448338503588 16.1784545606199 365
410 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" -1.08318964486949 77.5654183956771 -21.3924520763537 19.2260727866147 365
410 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" -2.60196027907136 28.3352685530018 -13.0350215421746 7.83110098403189 365
410 10 80 0.6 1 0.001 0.2 "exc" "md" "z" -2.60196027907136 79.930620113705 -20.1248078124874 14.9208872543446 365
410 10 80 0.6 1 0.001 0.2 "exc" "md" "t" -2.60196027907136 79.930620113705 -23.2185426200433 18.0146220619006 365
410 10 80 0.6 1 0.001 0.2 "exc" "kc" "z" -2.60196027907136 43.2989778082108 -15.4989072134582 10.2949866553155 365
410 10 80 0.6 1 0.001 0.2 "exc" "kc" "t" -2.60196027907136 43.2989778082108 -17.7759191868847 12.5719986287419 365
410 10 80 0.6 1 0.001 0.2 "exc" "fg" "z" -2.60196027907136 44.4314407493822 -15.6664751947834 10.4625546366407 365
410 10 80 0.6 1 0.001 0.2 "exc" "fg" "t" -2.60196027907136 44.4314407493822 -17.97307202281 12.7691514646673 365
410 10 80 0.6 1 0.001 0.2 "exc" "mbn" "z" -2.60196027907136 39.1961275357214 -14.8726697067756 9.66874914863285 365
410 10 80 0.6 1 0.001 0.2 "exc" "mbn" "t" -2.60196027907136 39.1961275357214 -17.0391167295839 11.8351961714412 365
487 10 80 0.6 1 0.001 0.2 "ind" "standard" "z" 11.0500750543479 54.2123012720697 -3.38094441455033 25.4810945232461 365
487 10 80 0.6 1 0.001 0.2 "ind" "md" "z" 11.0500750543479 101.583752517933 -8.70415998903518 30.804310097731 365
487 10 80 0.6 1 0.001 0.2 "ind" "md" "t" 11.0500750543479 101.583752517933 -12.191855949056 34.2920060577517 365
487 10 80 0.6 1 0.001 0.2 "ind" "kc" "z" 11.0500750543479 74.0894820568057 -5.82036342151205 27.9205135302078 365
487 10 80 0.6 1 0.001 0.2 "ind" "kc" "t" 11.0500750543479 74.0894820568057 -8.7989125775192 30.899062686215 365
487 10 80 0.6 1 0.001 0.2 "ind" "fg" "z" 11.0500750543479 83.7062799689752 -6.88185812460166 28.9820082332974 365
487 10 80 0.6 1 0.001 0.2 "ind" "fg" "t" 11.0500750543479 83.7062799689752 -10.0478187789239 32.1479688876197 365
487 10 80 0.6 1 0.001 0.2 "ind" "mbn" "z" 11.0500750543479 81.9421089997976 -6.69188755984877 28.7920376685445 365
487 10 80 0.6 1 0.001 0.2 "ind" "mbn" "t" 11.0500750543479 81.9421089997976 -9.82430808620574 31.9244581949015 365
487 10 80 0.6 1 0.001 0.2 "exc" "standard" "z" 9.22160190196801 58.9179746148704 -5.82269845669693 24.265902260633 365
487 10 80 0.6 1 0.001 0.2 "exc" "md" "z" 9.22160190196801 137.162090912431 -13.7327555057314 32.1759593096674 365
